,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,precipitation
536,-7.2,-11.1,74,11,24.1,101.69,0
537,-4.9,-9.2,72,11,48.3,101.59,0
538,-3.6,-7.9,72,9,48.3,101.58,0
539,1.2,-3.2,72,11,48.3,101.49,0
540,2.3,-2.4,71,6,48.3,101.33,0
541,2.5,-1.5,75,22,48.3,101.14,0
542,2.7,-1.1,76,26,48.3,101.01,1
543,2.7,-0.9,77,30,24.1,100.86,1
544,3.1,-0.3,78,28,24.1,100.71,0
545,3.1,-0.4,78,28,16.1,100.61,1
546,3.0,1.2,88,19,4.0,100.54,1
547,3.2,1.4,88,22,8.0,100.43,1
548,2.9,1.2,89,26,9.7,100.32,1
549,3.3,1.7,89,24,11.3,100.22,1
550,3.6,2.2,91,28,25.0,100.1,0
551,4.0,2.5,90,22,25.0,100.08,0
552,3.5,2.3,92,17,12.9,100.04,1
553,3.1,1.9,92,19,16.1,100.04,0
554,3.1,2.1,93,9,9.7,100.09,1
555,5.0,3.6,91,19,9.7,100.19,1
556,4.2,1.2,81,30,25.0,100.25,0
557,3.7,-0.2,76,41,25.0,100.37,0
558,3.4,-0.6,75,28,25.0,100.45,0
559,2.9,-1.1,75,26,16.1,100.49,0
560,3.0,-1.7,71,28,19.3,100.52,0
561,2.9,-1.8,71,30,24.1,100.6,0
562,3.0,-2.0,70,35,24.1,100.65,0
563,3.1,-1.9,70,33,24.1,100.7,0
564,3.2,-2.3,67,30,24.1,100.72,0
565,2.8,-2.4,69,39,24.1,100.73,0
566,2.4,-2.4,71,35,24.1,100.75,1
567,1.9,-2.2,74,26,19.3,100.8,1
568,1.7,-2.4,74,30,24.1,100.82,0
569,1.6,-2.8,73,26,24.1,100.88,1
570,1.5,-2.9,72,22,25.0,100.95,1
571,1.5,-3.2,71,32,25.0,101.01,1
572,1.3,-3.2,72,19,25.0,101.06,0
573,1.1,-3.0,74,20,25.0,101.11,0
574,1.1,-3.4,72,22,25.0,101.13,0
575,1.0,-3.4,72,28,25.0,101.16,1
576,0.5,-4.6,69,28,25.0,101.2,0
577,-0.1,-5.2,68,22,25.0,101.26,0
578,-0.4,-5.9,66,20,25.0,101.37,0
579,-0.5,-6.2,65,24,25.0,101.45,0
580,-0.7,-6.0,67,24,25.0,101.52,0
581,-1.7,-7.7,64,33,25.0,101.58,0
582,-2.8,-9.0,62,35,25.0,101.66,0
583,-3.9,-10.0,63,37,25.0,101.79,0
584,-4.7,-10.9,62,26,24.1,101.94,0
585,-5.2,-11.3,62,28,24.1,102.05,0
586,-5.3,-11.4,62,22,24.1,102.09,0
587,-5.3,-11.9,60,19,24.1,102.14,0
588,-5.0,-11.8,59,20,24.1,102.06,0
589,-4.7,-11.7,58,20,24.1,102.01,0
590,-4.5,-11.0,60,22,24.1,101.98,0
591,-4.4,-11.2,59,22,24.1,101.94,0
592,-4.4,-11.3,59,19,24.1,101.96,0
593,-4.8,-11.4,60,20,24.1,102.01,0
594,-5.1,-11.4,61,11,25.0,102.07,0
595,-5.4,-11.5,62,13,25.0,102.14,0
596,-4.9,-11.6,59,7,25.0,102.07,0
597,-5.4,-11.1,64,7,25.0,102.01,0
598,-5.5,-11.3,64,0,25.0,101.99,0
599,-5.4,-11.4,63,6,25.0,102.01,0
600,-5.9,-11.7,64,6,25.0,101.99,0
601,-7.0,-12.1,67,4,25.0,101.95,0
602,-8.2,-12.6,71,6,25.0,101.99,0
603,-8.1,-12.5,71,0,25.0,101.97,0
604,-8.5,-13.5,67,0,25.0,101.95,0
605,-9.0,-13.9,68,6,25.0,102.02,0
606,-11.2,-15.0,73,6,25.0,102.06,0
607,-10.6,-14.4,74,6,24.1,102.01,0
608,-9.2,-13.3,72,6,24.1,102.08,0
609,-7.9,-12.4,70,11,24.1,102.01,0
610,-5.7,-12.4,59,11,24.1,102.04,0
611,-5.0,-12.1,57,7,24.1,102.05,0
612,-4.6,-12.5,54,11,24.1,101.88,0
613,-4.0,-12.0,54,15,24.1,101.71,0
614,-3.4,-12.5,49,11,24.1,101.6,0
615,-3.0,-14.1,42,13,24.1,101.53,0
616,-3.8,-12.2,52,19,24.1,101.52,0
617,-4.3,-12.2,54,20,24.1,101.4,0
618,-4.7,-13.7,49,24,25.0,101.28,0
619,-4.5,-13.5,49,17,25.0,101.25,0
620,-4.6,-13.0,52,17,25.0,101.15,1
621,-5.2,-12.1,58,20,25.0,100.99,1
622,-5.3,-10.2,68,22,16.1,100.92,1
623,-5.8,-9.1,77,22,6.4,100.81,1
624,-5.7,-8.8,79,28,4.8,100.68,1
625,-5.5,-8.3,81,24,2.4,100.58,1
626,-5.5,-8.2,81,26,3.2,100.47,1
627,-5.3,-8.1,81,28,4.0,100.33,1
628,-4.9,-7.6,81,26,2.4,100.13,1
629,-4.0,-6.6,82,22,16.1,99.98,1
630,-2.1,-4.2,86,19,19.3,99.8,1
631,-0.8,-2.9,86,22,16.1,99.61,1
632,0.3,-1.7,86,20,12.9,99.47,1
633,0.7,-1.4,86,17,12.9,99.34,1
634,0.6,-1.2,88,17,8.0,99.18,1
635,0.7,-1.0,88,20,2.4,99.08,1
636,0.7,-0.9,89,20,2.8,98.91,1
637,0.7,-1.0,88,22,3.2,98.76,1
638,0.5,-1.3,88,20,2.4,98.69,1
639,0.3,-1.6,87,19,2.4,98.65,1
640,-0.3,-2.3,86,19,8.0,98.74,1
641,-0.6,-2.3,88,22,2.8,98.97,1
642,-0.3,-1.8,90,11,2.4,99.13,1
643,0.1,-1.6,88,30,12.9,99.31,1
644,-0.7,-2.7,86,32,16.1,99.54,0
645,-1.3,-3.9,82,19,24.1,99.75,0
646,-1.5,-4.4,81,19,25.0,99.88,0
647,-1.6,-4.5,81,20,25.0,100.03,0
648,-1.5,-4.3,81,19,25.0,100.19,0
649,-0.2,-2.9,82,22,25.0,100.34,1
650,0.2,-2.6,81,24,25.0,100.49,0
651,0.4,-3.0,78,17,25.0,100.59,0
652,0.1,-3.4,77,15,25.0,100.64,0
653,0.3,-2.7,80,19,25.0,100.72,0
654,-1.7,-5.4,76,9,25.0,100.79,0
655,-1.2,-4.6,78,11,25.0,100.85,0
656,-2.1,-5.1,80,7,48.3,100.91,0
657,-1.6,-4.5,81,13,24.1,100.93,0
658,-1.1,-4.4,78,13,48.3,100.94,0
659,-0.6,-3.6,80,6,48.3,100.9,0
660,-0.3,-3.4,80,7,48.3,100.74,0
661,0.9,-3.5,72,4,48.3,100.58,0
662,1.2,-3.5,71,9,48.3,100.48,0
663,1.2,-3.7,70,15,48.3,100.28,0
664,1.4,-3.7,69,22,48.3,100.14,0
665,1.2,-3.5,71,11,48.3,100.16,0
666,1.6,-3.4,69,9,25.0,100.08,0
667,2.2,-2.6,71,19,19.3,100.09,1
668,1.7,-1.2,81,24,19.3,100.05,1
669,2.1,-1.7,76,24,25.0,99.95,0
670,2.3,-2.0,73,37,25.0,99.85,0
671,1.2,-1.7,81,52,16.1,99.87,1
672,1.5,-5.0,62,57,25.0,99.96,0
673,0.9,-5.3,63,52,25.0,100.09,0
674,0.3,-5.8,64,52,25.0,100.21,0
675,-0.2,-6.0,65,43,25.0,100.34,0
676,-0.9,-7.0,63,43,25.0,100.47,0
677,-1.5,-7.8,62,43,25.0,100.59,0
678,-2.0,-8.1,63,44,25.0,100.68,0
679,-1.9,-8.2,62,32,24.1,100.74,0
680,-2.2,-8.3,63,32,24.1,100.81,0
681,-2.1,-8.5,62,32,24.1,100.88,0
682,-1.8,-8.3,61,24,24.1,100.87,0
683,-0.8,-7.7,59,33,24.1,100.84,0
684,0.1,-7.6,56,37,24.1,100.77,0
685,0.5,-8.8,50,33,24.1,100.7,0
686,0.4,-7.9,54,19,24.1,100.63,0
687,0.2,-7.5,56,17,24.1,100.65,0
688,0.7,-8.3,51,20,24.1,100.67,0
689,-0.7,-8.4,56,11,24.1,100.74,0
690,-1.1,-9.3,54,17,25.0,100.77,0
691,-1.6,-9.3,56,17,25.0,100.81,0
692,-2.0,-9.1,58,17,25.0,100.83,0
693,-1.7,-8.4,60,9,25.0,100.85,0
694,-2.3,-7.0,70,15,25.0,100.84,0
695,-3.4,-7.6,73,15,25.0,100.85,0
696,-3.7,-8.8,68,11,25.0,100.89,0
697,-4.4,-10.0,65,15,25.0,100.92,0
698,-5.1,-10.0,68,15,25.0,100.99,0
699,-6.1,-10.3,72,11,25.0,101.07,0
700,-7.7,-11.8,72,11,25.0,101.19,0
701,-7.9,-13.8,63,13,25.0,101.33,0
702,-8.9,-15.1,61,15,25.0,101.47,0
703,-9.8,-16.0,61,15,25.0,101.55,0
704,-10.5,-17.0,59,9,48.3,101.68,0
705,-9.5,-16.6,56,13,48.3,101.75,0
706,-8.8,-16.0,56,17,48.3,101.82,0
707,-7.7,-14.7,57,19,48.3,101.86,0
708,-7.0,-14.2,56,22,48.3,101.83,0
709,-7.5,-15.2,54,22,48.3,101.8,0
710,-6.7,-15.0,52,22,48.3,101.81,0
711,-6.9,-15.3,51,22,48.3,101.83,0
712,-7.3,-15.8,51,17,48.3,101.86,0
713,-7.4,-15.7,51,13,48.3,101.9,0
714,-7.4,-15.6,52,15,25.0,101.94,0
715,-8.8,-15.9,56,7,25.0,101.96,0
716,-9.5,-16.0,59,4,25.0,101.95,0
717,-8.4,-15.5,57,4,25.0,101.96,0
718,-7.8,-15.2,55,4,25.0,101.98,0
719,-8.6,-13.8,66,6,25.0,101.96,0
720,-7.0,-13.1,62,7,25.0,101.92,0
721,-7.1,-13.2,62,6,25.0,101.88,0
722,-6.5,-13.1,59,11,25.0,101.81,1
723,-6.8,-12.4,64,15,19.3,101.76,1
724,-7.1,-12.4,66,17,8.0,101.71,1
725,-7.1,-12.2,67,17,9.7,101.7,1
726,-7.0,-11.8,69,13,6.4,101.65,1
727,-9.6,-13.5,73,17,12.9,101.6,1
728,-9.8,-13.9,72,19,16.1,101.61,1
729,-10.1,-14.4,71,17,24.1,101.59,1
730,-9.7,-14.2,70,19,19.3,101.54,0
731,-9.3,-14.2,67,20,19.3,101.46,0
732,-8.6,-13.3,69,22,4.0,101.36,1
733,-8.3,-12.3,73,20,1.6,101.29,1
734,-8.4,-12.1,75,20,1.2,101.23,1
735,-8.2,-12.0,74,17,1.0,101.22,1
736,-8.0,-11.5,76,20,1.0,101.2,1
737,-7.7,-11.1,77,19,1.0,101.19,1
738,-7.8,-11.2,77,20,1.6,101.18,1
739,-7.7,-10.9,78,19,1.6,101.14,1
740,-7.4,-10.7,77,20,1.6,101.09,1
741,-7.1,-10.5,77,20,12.9,101.02,0
742,-7.1,-10.4,77,19,9.7,100.95,1
743,-6.8,-9.9,79,22,9.7,100.86,1
744,-6.7,-9.7,79,19,11.3,100.82,1
745,-6.7,-9.5,80,15,9.7,100.69,1
746,-6.8,-9.3,82,19,4.8,100.61,1
747,-6.5,-9.0,82,15,4.8,100.56,1
748,-5.8,-8.2,83,17,8.0,100.48,1
749,-5.8,-8.5,81,19,8.0,100.42,1
750,-5.4,-8.0,82,15,8.0,100.34,1
751,-5.5,-8.2,81,13,9.7,100.33,1
752,-5.5,-8.5,79,11,11.3,100.36,0
753,-5.7,-8.6,80,15,12.9,100.36,0
754,-5.7,-8.5,81,13,8.0,100.35,0
755,-5.8,-8.3,82,9,4.0,100.36,1
756,-5.5,-8.0,83,11,2.0,100.31,1
757,-5.0,-7.7,81,11,2.0,100.28,1
758,-4.9,-7.4,83,9,2.0,100.34,1
759,-4.9,-7.5,82,6,2.8,100.41,1
760,-4.5,-7.2,81,0,4.8,100.47,0
761,-4.3,-7.1,81,0,6.4,100.61,1
762,-4.0,-6.9,80,0,4.0,100.68,1
763,-3.9,-6.7,81,6,4.0,100.78,1
764,-3.6,-6.4,81,4,4.8,100.85,1
765,-4.3,-7.2,80,15,4.0,100.99,1
766,-5.0,-8.2,78,15,12.9,101.12,1
767,-4.9,-8.1,78,0,12.9,101.22,1
768,-5.0,-8.2,78,7,12.9,101.32,1
769,-5.5,-9.2,75,9,25.0,101.36,0
770,-6.3,-9.6,77,4,16.1,101.45,1
771,-5.6,-9.1,76,6,25.0,101.52,1
772,-5.5,-8.8,78,4,16.1,101.59,1
773,-5.2,-9.5,72,9,16.1,101.62,1
774,-6.0,-11.8,63,13,25.0,101.63,1
775,-6.9,-12.8,63,22,24.1,101.67,1
776,-7.6,-13.2,64,19,12.9,101.74,1
777,-7.7,-13.6,63,19,19.3,101.82,1
778,-8.2,-13.7,65,17,24.1,101.87,0
779,-8.3,-14.2,62,19,24.1,101.89,0
780,-8.1,-13.3,66,13,24.1,101.86,0
781,-7.4,-12.7,66,9,24.1,101.86,0
782,-6.7,-12.0,66,9,24.1,101.85,0
783,-6.7,-12.1,65,9,24.1,101.9,0
784,-6.6,-11.7,67,11,24.1,101.94,0
785,-7.1,-12.0,68,13,24.1,101.99,0
786,-7.7,-12.5,68,7,25.0,102.08,0
787,-7.0,-12.2,66,6,25.0,102.13,0
788,-8.9,-12.8,73,4,25.0,102.22,0
789,-7.2,-11.0,74,4,25.0,102.26,1
790,-8.0,-11.5,76,7,25.0,102.29,1
791,-7.2,-11.1,74,7,25.0,102.31,0
792,-9.7,-12.5,80,4,25.0,102.33,0
793,-11.0,-13.5,82,0,25.0,102.35,0
794,-10.2,-12.7,82,0,25.0,102.39,0
795,-11.6,-14.0,82,0,25.0,102.4,0
796,-12.6,-15.1,82,7,16.1,102.42,0
797,-11.2,-13.2,85,9,9.7,102.47,0
798,-11.8,-14.1,83,7,16.1,102.51,0
799,-11.3,-13.7,82,9,16.1,102.59,0
800,-10.6,-13.3,80,9,19.3,102.62,0
801,-8.8,-11.9,78,6,24.1,102.62,0
802,-6.8,-10.2,77,7,19.3,102.61,0
803,-6.3,-10.0,75,11,6.4,102.57,1
804,-6.2,-9.5,77,11,16.1,102.46,1
805,-4.8,-8.3,76,6,16.1,102.34,1
806,-3.8,-7.4,76,7,16.1,102.27,1
807,-2.9,-7.8,69,19,19.3,102.25,1
808,-3.3,-7.3,74,13,16.1,102.21,1
809,-3.4,-7.0,76,11,19.3,102.19,0
810,-3.7,-7.1,77,7,19.3,102.17,1
811,-3.8,-7.2,77,9,25.0,102.17,1
812,-4.2,-7.7,77,11,25.0,102.16,0
813,-4.7,-8.0,78,7,25.0,102.17,0
814,-5.3,-8.6,78,0,25.0,102.1,0
815,-3.7,-6.7,80,6,25.0,102.03,1
816,-4.5,-6.8,84,9,2.0,102.02,1
817,-4.5,-6.7,85,11,25.0,101.98,0
818,-4.0,-7.4,77,20,25.0,102.07,0
819,-4.9,-10.5,65,15,25.0,102.11,0
820,-7.1,-12.7,64,13,25.0,102.16,0
821,-8.1,-13.3,66,15,25.0,102.21,0
822,-9.4,-13.9,70,9,25.0,102.27,0
823,-11.0,-14.7,74,7,48.3,102.25,0
824,-11.6,-15.6,72,9,48.3,102.31,0
825,-9.6,-14.1,70,13,48.3,102.37,0
826,-8.4,-13.7,66,6,48.3,102.32,0
827,-7.6,-13.6,62,0,48.3,102.29,0
828,-6.6,-13.2,59,4,48.3,102.21,0
829,-6.3,-12.7,60,13,48.3,102.11,0
830,-6.0,-12.7,59,6,48.3,102.05,0
831,-5.4,-12.6,57,11,48.3,102.01,0
832,-5.7,-12.8,57,9,48.3,101.99,0
833,-6.2,-13.5,56,11,48.3,101.97,0
834,-6.6,-13.7,57,9,25.0,101.96,0
835,-7.7,-14.0,61,7,25.0,101.97,0
836,-8.8,-14.4,64,6,25.0,101.97,0
837,-9.9,-14.5,69,6,25.0,101.97,0
838,-10.3,-14.9,69,0,25.0,101.93,0
839,-10.1,-14.3,71,0,25.0,101.89,0
840,-11.9,-15.3,76,6,25.0,101.89,0
841,-12.1,-15.0,79,6,25.0,101.87,0
842,-14.4,-17.1,80,6,25.0,101.88,0
843,-12.9,-15.7,79,6,25.0,101.86,0
844,-14.9,-17.9,78,6,25.0,101.86,0
845,-14.2,-17.0,79,7,25.0,101.91,0
846,-14.7,-17.5,79,4,19.3,101.93,0
847,-15.7,-18.6,78,4,24.1,101.93,0
848,-15.0,-17.5,81,4,24.1,101.95,0
849,-13.5,-16.1,81,0,24.1,101.97,0
850,-11.1,-13.4,83,9,0.8,101.97,1
851,-10.5,-12.4,86,11,12.9,101.95,0
852,-8.7,-11.7,79,9,24.1,101.82,0
853,-7.2,-12.1,68,13,24.1,101.72,0
854,-5.5,-11.8,61,20,24.1,101.63,0
855,-5.3,-11.4,62,15,24.1,101.55,0
856,-4.7,-10.7,63,6,19.3,101.48,0
857,-4.2,-10.0,64,9,25.0,101.43,0
858,-3.9,-9.7,64,15,25.0,101.41,0
859,-3.1,-8.6,66,15,25.0,101.34,0
860,-2.8,-8.0,67,24,25.0,101.25,0
861,-2.5,-7.7,67,26,25.0,101.18,0
862,-2.1,-6.7,71,28,25.0,101.06,0
863,-1.5,-5.7,73,30,25.0,100.93,0
864,-0.7,-5.2,72,30,25.0,100.86,0
865,-0.8,-5.2,72,24,25.0,100.8,0
866,0.1,-4.7,70,32,25.0,100.75,1
867,0.1,-3.3,78,30,25.0,100.77,0
868,0.8,-3.7,72,35,25.0,100.68,1
869,1.0,-3.8,70,26,25.0,100.7,0
870,1.1,-3.6,71,32,25.0,100.63,0
871,1.2,-3.5,71,37,24.1,100.62,0
872,1.1,-3.8,70,33,24.1,100.63,0
873,1.1,-3.6,71,32,24.1,100.62,0
874,1.4,-3.3,71,32,24.1,100.6,0
875,1.9,-2.8,71,35,24.1,100.57,0
876,2.6,-2.4,70,22,24.1,100.5,0
877,2.6,-2.9,67,32,24.1,100.47,0
878,3.0,-3.3,63,33,24.1,100.45,0
879,3.3,-3.3,62,30,24.1,100.46,0
880,3.3,-3.1,63,17,24.1,100.47,0
881,2.9,-2.8,66,13,25.0,100.51,0
882,3.2,-2.8,65,11,25.0,100.57,0
883,3.1,-2.6,66,13,25.0,100.62,0
884,2.6,-2.6,69,11,25.0,100.65,0
885,3.0,-2.2,69,15,25.0,100.67,0
886,2.7,-2.6,68,13,25.0,100.68,0
887,2.2,-2.9,69,13,25.0,100.7,0
888,1.9,-3.1,69,13,25.0,100.77,0
889,1.8,-3.4,68,15,25.0,100.82,0
890,1.5,-4.4,65,15,25.0,100.89,0
891,0.8,-5.0,65,19,25.0,100.94,1
892,-1.0,-8.3,58,19,25.0,101.03,0
893,-1.9,-8.4,61,15,25.0,101.14,0
894,-2.9,-8.8,64,20,25.0,101.27,0
895,-5.5,-12.6,57,17,24.1,101.39,0
896,-6.1,-12.8,59,17,24.1,101.53,0
897,-6.2,-13.3,57,19,24.1,101.64,0
898,-6.2,-13.4,57,19,24.1,101.69,0
899,-6.0,-13.7,54,11,24.1,101.74,0
900,-5.6,-13.1,55,13,24.1,101.73,0
901,-5.2,-14.3,49,15,24.1,101.73,0
902,-5.1,-15.1,45,15,24.1,101.79,0
903,-4.8,-15.4,43,19,24.1,101.85,0
904,-5.0,-16.4,40,22,24.1,101.88,0
905,-5.9,-17.6,39,19,48.3,101.94,0
906,-7.3,-17.4,44,11,25.0,102.03,0
907,-8.2,-17.8,46,9,25.0,102.09,0
908,-9.2,-18.4,47,11,25.0,102.12,0
909,-9.6,-18.9,47,13,25.0,102.15,0
910,-10.8,-20.1,46,9,25.0,102.21,0
911,-11.8,-20.8,47,9,25.0,102.21,0
912,-13.8,-21.5,52,4,25.0,102.21,0
913,-11.9,-20.6,48,9,25.0,102.21,0
914,-12.1,-20.4,50,6,25.0,102.2,0
915,-12.4,-20.4,51,11,25.0,102.15,0
916,-14.0,-21.0,55,4,25.0,102.13,0
917,-12.6,-21.2,49,0,25.0,102.11,0
918,-12.4,-21.1,48,9,25.0,102.06,0
919,-11.7,-18.0,59,15,24.1,102.07,0
920,-10.8,-17.0,60,13,48.3,102.09,0
921,-9.6,-15.1,64,15,48.3,102.07,0
922,-8.2,-14.6,60,17,48.3,102.04,0
923,-6.3,-13.7,56,17,48.3,101.93,0
924,-4.6,-12.9,52,20,48.3,101.76,0
925,-3.3,-12.9,47,32,48.3,101.63,0
926,-2.4,-12.2,47,24,48.3,101.54,0
927,-1.8,-12.8,43,32,48.3,101.45,0
928,-1.6,-11.9,45,22,48.3,101.37,0
929,-2.1,-12.0,47,17,48.3,101.31,0
930,-2.5,-12.6,46,19,24.1,101.27,0
931,-3.2,-12.4,49,22,25.0,101.28,0
932,-3.3,-12.1,51,22,25.0,101.26,0
933,-3.1,-10.3,57,26,25.0,101.25,0
934,-3.6,-8.6,68,17,25.0,101.22,0
935,-3.6,-8.1,71,20,25.0,101.19,0
936,-4.0,-8.3,72,13,25.0,101.17,0
937,-3.4,-7.9,71,13,25.0,101.16,0
938,-3.9,-8.0,73,11,25.0,101.17,0
939,-3.5,-7.9,72,24,25.0,101.12,0
940,-3.4,-8.0,70,26,25.0,101.1,0
941,-4.1,-8.3,73,20,25.0,101.11,0
942,-4.9,-8.9,73,20,25.0,101.13,0
943,-5.4,-9.1,75,17,24.1,101.19,0
944,-4.9,-8.8,74,20,24.1,101.23,0
945,-3.5,-8.0,71,22,24.1,101.25,0
946,-2.5,-7.8,67,28,24.1,101.26,0
947,-1.2,-7.3,63,24,24.1,101.27,0
948,-0.1,-7.3,58,24,48.3,101.19,0
949,0.7,-7.1,56,26,48.3,101.13,0
950,1.5,-6.3,56,30,24.1,101.05,0
951,2.4,-6.2,53,24,48.3,101.03,0
952,2.7,-6.5,51,22,48.3,101.01,0
953,2.0,-6.3,54,20,48.3,101.02,0
954,1.6,-6.6,54,22,24.1,101.06,0
955,0.4,-5.9,63,20,25.0,101.1,0
956,0.5,-6.6,59,17,25.0,101.11,0
957,0.2,-5.5,65,22,25.0,101.13,0
958,0.8,-4.7,67,28,25.0,101.11,0
959,0.1,-4.9,69,26,25.0,101.1,0
960,0.4,-3.5,75,22,25.0,101.12,0
961,0.1,-4.1,73,19,25.0,101.13,0
962,0.0,-4.3,73,22,25.0,101.15,0
963,-1.0,-4.3,78,17,25.0,101.13,0
964,-0.8,-4.4,77,20,25.0,101.1,0
965,-0.8,-4.3,77,22,25.0,101.07,0
966,-0.7,-4.0,78,22,25.0,101.07,0
967,-0.5,-3.9,78,20,24.1,101.09,0
968,-0.9,-4.2,78,17,24.1,101.12,0
969,-0.1,-3.5,78,19,24.1,101.12,0
970,0.9,-3.7,71,28,24.1,101.1,0
971,1.4,-4.1,67,20,24.1,101.08,0
972,1.4,-3.9,68,24,24.1,100.97,0
973,1.3,-4.7,64,24,24.1,100.92,0
974,1.1,-3.5,71,30,24.1,100.91,0
975,1.3,-4.0,68,28,24.1,100.94,0
976,1.0,-4.1,69,30,24.1,100.9,0
977,0.9,-4.8,66,22,25.0,100.87,0
978,0.4,-4.8,68,17,25.0,100.92,0
979,0.0,-5.2,68,17,25.0,100.91,0
980,-0.2,-5.2,69,15,25.0,100.88,1
981,-0.4,-4.7,73,13,25.0,100.84,0
982,-0.7,-3.0,84,11,16.1,100.78,1
983,-0.9,-2.4,90,6,9.7,100.76,1
984,-1.4,-2.3,94,9,6.4,100.78,1
985,-7.4,-8.9,89,24,3.6,100.83,1
986,-8.6,-11.0,83,30,8.0,100.91,1
987,-9.5,-12.4,79,22,6.4,100.93,1
988,-10.8,-13.4,81,22,16.1,100.98,1
989,-11.5,-14.4,79,20,16.1,100.99,1
990,-12.2,-14.8,81,24,9.7,101.0,1
991,-13.0,-15.7,80,20,12.9,100.96,1
992,-13.7,-17.1,75,20,16.1,101.01,1
993,-13.7,-19.1,64,20,24.1,101.04,0
994,-13.4,-18.8,64,19,24.1,101.05,1
995,-13.1,-18.8,62,11,24.1,101.03,1
996,-12.8,-17.2,70,9,19.3,100.97,1
997,-12.1,-16.4,70,7,24.1,100.85,0
998,-11.3,-17.4,61,6,48.3,100.76,0
999,-10.8,-18.8,52,11,48.3,100.73,0
1000,-10.4,-18.3,52,6,48.3,100.7,0
1001,-10.5,-17.0,59,4,25.0,100.68,0
1002,-12.8,-17.9,66,4,25.0,100.72,0
1003,-14.0,-21.2,54,7,25.0,100.74,0
1004,-14.4,-19.9,63,9,25.0,100.73,0
1005,-13.9,-18.6,68,7,25.0,100.71,0
1006,-13.5,-18.2,68,6,25.0,100.7,0
1007,-14.5,-20.8,59,13,25.0,100.68,0
1008,-15.0,-22.4,53,11,25.0,100.66,0
1009,-15.3,-23.1,51,11,25.0,100.62,0
1010,-15.9,-23.7,51,6,25.0,100.6,0
1011,-16.8,-23.9,54,9,25.0,100.57,0
1012,-16.6,-23.8,54,11,25.0,100.6,0
1013,-16.4,-22.8,58,11,25.0,100.59,1
1014,-16.7,-23.3,57,15,25.0,100.6,1
1015,-16.7,-23.5,56,19,24.1,100.64,1
1016,-16.9,-24.1,54,17,24.1,100.68,0
1017,-16.7,-24.6,50,17,24.1,100.72,1
1018,-16.6,-25.1,48,17,48.3,100.73,0
1019,-16.1,-25.3,45,20,48.3,100.72,0
1020,-14.8,-23.8,46,24,48.3,100.61,0
1021,-13.9,-23.2,45,20,48.3,100.55,0
1022,-13.2,-23.0,44,26,48.3,100.52,0
1023,-12.5,-22.8,42,28,48.3,100.51,0
1024,-12.0,-21.9,44,32,48.3,100.54,0
1025,-12.0,-22.1,43,26,25.0,100.56,0
1026,-12.3,-20.1,52,24,25.0,100.57,0
1027,-11.9,-19.3,54,24,25.0,100.58,0
1028,-11.3,-18.9,53,22,25.0,100.58,0
1029,-10.8,-18.8,52,24,25.0,100.55,0
1030,-10.6,-17.9,55,26,25.0,100.55,0
1031,-10.3,-17.3,56,20,25.0,100.53,0
1032,-10.0,-16.3,60,19,25.0,100.48,1
1033,-9.4,-16.5,56,22,25.0,100.37,0
1034,-8.8,-15.7,57,24,25.0,100.33,0
1035,-8.8,-14.6,63,20,25.0,100.31,0
1036,-8.4,-14.6,61,20,25.0,100.3,0
1037,-8.0,-15.0,57,22,25.0,100.33,0
1038,-7.9,-14.5,59,22,25.0,100.37,0
1039,-7.9,-14.5,59,22,24.1,100.44,0
1040,-8.0,-13.5,65,24,48.3,100.54,0
1041,-7.5,-14.6,57,20,48.3,100.56,0
1042,-6.8,-19.1,37,26,48.3,100.59,0
1043,-6.5,-13.0,60,20,48.3,100.59,0
1044,-5.2,-13.1,54,17,48.3,100.56,0
1045,-4.9,-14.0,49,24,48.3,100.52,0
1046,-4.3,-13.4,49,22,48.3,100.52,0
1047,-3.4,-12.4,50,24,48.3,100.54,0
1048,-3.4,-12.8,48,24,48.3,100.56,0
1049,-3.6,-13.7,45,15,24.1,100.6,0
1050,-4.9,-13.4,51,0,25.0,100.64,0
1051,-5.6,-12.0,61,15,25.0,100.69,0
1052,-7.2,-12.0,69,7,25.0,100.73,0
1053,-7.5,-12.1,70,11,19.3,100.76,1
1054,-9.0,-12.9,73,13,25.0,100.78,0
1055,-10.8,-14.8,72,19,25.0,100.8,0
1056,-11.8,-15.6,73,15,25.0,100.83,0
1057,-11.9,-16.0,72,13,25.0,100.86,0
1058,-12.9,-17.9,66,11,25.0,100.93,0
1059,-13.2,-19.1,61,9,25.0,100.96,0
1060,-13.4,-19.4,61,11,25.0,101.01,0
1061,-13.4,-19.7,59,4,25.0,101.03,0
1062,-14.2,-19.6,64,6,25.0,101.04,0
1063,-13.7,-19.9,59,7,24.1,101.07,0
1064,-13.6,-20.0,58,9,24.1,101.12,0
1065,-11.6,-18.0,59,4,24.1,101.12,0
1066,-8.8,-14.3,64,4,24.1,101.15,0
1067,-5.0,-10.6,65,0,19.3,101.14,0
1068,-3.2,-8.3,68,4,24.1,101.09,0
1069,-2.1,-6.5,72,4,24.1,101.02,0
1070,0.1,-5.1,68,9,24.1,100.98,0
1071,1.1,-5.3,62,9,24.1,100.98,0
1072,2.3,-4.9,59,7,24.1,100.97,0
1073,1.1,-3.7,70,9,24.1,101.01,0
